,c_0,c_18,c_37,c_45
variant_23295,602.0,28.0,29.0,5.0
variant_23296,120.0,28.0,72.0,37.0
variant_23297,1584.0,332.0,446.0,345.0
variant_23298,1933.0,266.0,296.0,234.0
variant_23299,1357.0,273.0,332.0,239.0
variant_23300,1738.0,295.0,260.0,225.0
variant_23301,1041.0,271.0,362.0,328.0
variant_23302,127.0,18.0,26.0,0.0
variant_23303,751.0,137.0,172.0,204.0
variant_23304,428.0,71.0,193.0,97.0
variant_23305,2525.0,401.0,496.0,568.0
variant_23306,519.0,97.0,107.0,104.0
variant_23307,124.0,15.0,43.0,33.0
variant_23308,585.0,80.0,137.0,204.0
variant_23309,1043.0,120.0,136.0,188.0
variant_23310,669.0,164.0,186.0,151.0
variant_23311,361.0,28.0,69.0,44.0
variant_23312,303.0,38.0,4.0,0.0
variant_23313,3616.0,637.0,827.0,526.0
variant_23314,82.0,6.0,0.0,0.0
variant_23315,785.0,166.0,152.0,179.0
variant_23316,75.0,25.0,14.0,1.0
variant_23317,3712.0,597.0,694.0,908.0
variant_23318,371.0,38.0,0.0,5.0
variant_23319,688.0,100.0,75.0,105.0
variant_23320,1330.0,240.0,331.0,422.0
variant_23321,1907.0,345.0,368.0,338.0
variant_23322,343.0,26.0,9.0,0.0
variant_23323,625.0,371.0,703.0,855.0
variant_23324,2750.0,533.0,553.0,563.0
variant_23325,422.0,86.0,185.0,170.0
variant_23326,283.0,48.0,39.0,0.0
variant_23327,140.0,8.0,6.0,2.0
variant_23328,492.0,58.0,72.0,96.0
variant_23329,2998.0,438.0,535.0,432.0
variant_23330,906.0,93.0,111.0,82.0
variant_23331,1526.0,270.0,429.0,427.0
variant_23332,455.0,86.0,99.0,77.0
variant_23333,1287.0,191.0,187.0,245.0
variant_23334,461.0,65.0,35.0,43.0
variant_23335,5313.0,703.0,881.0,718.0
variant_23336,1128.0,132.0,82.0,40.0
variant_23337,662.0,74.0,159.0,158.0
variant_23338,146.0,10.0,9.0,9.0
variant_23339,104.0,21.0,18.0,1.0
variant_23340,2698.0,427.0,593.0,398.0
variant_23341,3432.0,366.0,347.0,283.0
variant_23342,1483.0,153.0,158.0,151.0
variant_23343,283.0,31.0,38.0,4.0
variant_23344,220.0,24.0,3.0,15.0
variant_23345,21.0,0.0,0.0,0.0
variant_23346,1823.0,289.0,422.0,450.0
variant_23347,2210.0,343.0,311.0,207.0
variant_23348,411.0,69.0,84.0,45.0
variant_23349,285.0,22.0,17.0,13.0
variant_23350,169.0,15.0,7.0,0.0
variant_23351,349.0,49.0,14.0,15.0
variant_23352,1294.0,243.0,414.0,353.0
variant_23353,144.0,38.0,48.0,70.0
variant_23354,1562.0,409.0,506.0,407.0
variant_23355,871.0,90.0,100.0,87.0
variant_23356,1113.0,179.0,189.0,121.0
variant_23357,1797.0,416.0,635.0,486.0
variant_23358,622.0,154.0,281.0,215.0
variant_23359,379.0,61.0,21.0,4.0
variant_23360,221.0,23.0,40.0,51.0
variant_23361,1956.0,286.0,208.0,286.0
variant_23362,810.0,110.0,170.0,167.0
variant_23363,2328.0,440.0,774.0,757.0
variant_23364,1096.0,185.0,414.0,306.0
variant_23365,485.0,154.0,178.0,156.0
variant_23366,152.0,19.0,3.0,11.0
variant_23367,3458.0,555.0,720.0,565.0
variant_23368,479.0,34.0,25.0,9.0
variant_23369,2499.0,344.0,662.0,622.0
variant_23370,782.0,179.0,242.0,199.0
variant_23371,786.0,160.0,151.0,137.0
variant_23372,2505.0,430.0,588.0,530.0
variant_23373,117.0,19.0,16.0,0.0
variant_23374,1547.0,261.0,298.0,134.0
variant_23375,525.0,52.0,32.0,15.0
variant_23376,204.0,45.0,71.0,43.0
variant_23377,362.0,32.0,0.0,7.0
variant_23378,900.0,244.0,294.0,341.0
variant_23379,315.0,20.0,20.0,4.0
variant_23380,817.0,153.0,133.0,152.0
variant_23381,1703.0,348.0,645.0,856.0
variant_23382,1019.0,225.0,493.0,416.0
variant_23383,586.0,52.0,27.0,23.0
variant_23384,475.0,46.0,48.0,89.0
variant_23385,3022.0,351.0,364.0,164.0
variant_23386,2010.0,341.0,541.0,334.0
variant_23387,534.0,116.0,300.0,252.0
variant_23388,1137.0,105.0,105.0,75.0
variant_23389,2027.0,414.0,414.0,321.0
variant_23390,1510.0,180.0,219.0,166.0
variant_23391,1301.0,147.0,69.0,77.0
variant_23392,1455.0,166.0,244.0,174.0
variant_23393,3115.0,564.0,601.0,522.0
variant_23394,2275.0,418.0,392.0,243.0
variant_23395,205.0,49.0,10.0,1.0
variant_23396,1515.0,319.0,468.0,271.0
variant_23397,2456.0,449.0,498.0,412.0
variant_23398,1739.0,268.0,247.0,282.0
variant_23399,570.0,51.0,7.0,1.0
variant_23400,5590.0,921.0,838.0,788.0
variant_23401,375.0,51.0,20.0,0.0
variant_23402,290.0,28.0,11.0,8.0
variant_23403,197.0,11.0,12.0,13.0
variant_23404,252.0,21.0,18.0,11.0
variant_23405,208.0,23.0,7.0,2.0
variant_23406,150.0,9.0,24.0,0.0
variant_23407,114.0,10.0,0.0,6.0
variant_23408,437.0,71.0,58.0,69.0
variant_23409,215.0,14.0,8.0,5.0
variant_23410,817.0,126.0,138.0,193.0
variant_23411,849.0,203.0,174.0,218.0
variant_23412,357.0,75.0,120.0,125.0
variant_23413,536.0,134.0,118.0,104.0
variant_23414,90.0,5.0,12.0,0.0
variant_23415,495.0,149.0,281.0,207.0
variant_23416,1274.0,96.0,137.0,89.0
variant_23417,195.0,10.0,28.0,1.0
variant_23418,95.0,15.0,0.0,1.0
variant_23419,212.0,41.0,66.0,23.0
variant_23420,768.0,144.0,33.0,103.0
variant_23421,948.0,111.0,123.0,97.0
variant_23422,706.0,72.0,62.0,27.0
variant_23423,162.0,27.0,6.0,6.0
variant_23424,97.0,5.0,10.0,0.0
variant_23425,307.0,11.0,5.0,11.0
variant_23426,483.0,55.0,40.0,28.0
variant_23427,462.0,72.0,74.0,54.0
variant_23428,4201.0,214.0,353.0,228.0
variant_23429,50.0,0.0,0.0,0.0
variant_23430,343.0,13.0,0.0,4.0
variant_23431,708.0,7.0,0.0,1.0
variant_23432,830.0,10.0,1.0,0.0
variant_23433,262.0,0.0,0.0,0.0
variant_23434,507.0,5.0,0.0,0.0
variant_23435,841.0,14.0,0.0,6.0
variant_23436,216.0,0.0,0.0,0.0
variant_23437,163.0,2.0,0.0,4.0
variant_23438,12633.0,430.0,59.0,36.0
variant_23439,1100.0,47.0,10.0,8.0
variant_23440,392.0,0.0,0.0,0.0
variant_23441,116.0,0.0,0.0,0.0
variant_23442,4188.0,557.0,689.0,508.0
variant_23443,544.0,34.0,41.0,5.0
variant_23444,27.0,0.0,0.0,0.0
variant_23445,525.0,161.0,268.0,296.0
variant_23446,31.0,0.0,0.0,0.0
variant_23447,126.0,7.0,7.0,2.0
variant_23448,425.0,104.0,108.0,125.0
variant_23449,400.0,83.0,60.0,55.0
variant_23450,106.0,7.0,0.0,1.0
variant_23451,120.0,10.0,9.0,0.0
variant_23452,991.0,98.0,25.0,51.0
variant_23453,249.0,21.0,3.0,9.0
variant_23454,1400.0,294.0,390.0,363.0
variant_23455,243.0,31.0,4.0,1.0
variant_23456,648.0,110.0,103.0,112.0
variant_23457,1065.0,259.0,339.0,156.0
variant_23458,87.0,8.0,0.0,6.0
variant_23459,147.0,10.0,10.0,9.0
variant_23460,242.0,45.0,6.0,8.0
variant_23461,78.0,3.0,0.0,4.0
variant_23462,116.0,5.0,0.0,0.0
variant_23463,616.0,163.0,306.0,133.0
variant_23464,302.0,17.0,0.0,3.0
variant_23465,353.0,60.0,30.0,58.0
variant_23466,598.0,54.0,152.0,64.0
variant_23467,301.0,45.0,54.0,14.0
variant_23468,1135.0,103.0,120.0,40.0
variant_23469,422.0,37.0,1.0,7.0
variant_23470,1472.0,204.0,267.0,194.0
variant_23471,609.0,94.0,249.0,194.0
variant_23472,1174.0,266.0,267.0,232.0
variant_23473,57.0,2.0,0.0,0.0
variant_23474,679.0,74.0,53.0,47.0
variant_23475,270.0,10.0,10.0,3.0
variant_23476,446.0,118.0,118.0,93.0
variant_23477,932.0,115.0,120.0,71.0
variant_23478,803.0,140.0,244.0,246.0
variant_23479,88.0,0.0,0.0,1.0
variant_23480,909.0,235.0,471.0,254.0
variant_23481,4.0,4.0,0.0,6.0
variant_23482,168.0,35.0,30.0,12.0
variant_23483,482.0,41.0,31.0,85.0
variant_23484,263.0,18.0,3.0,1.0
variant_23485,1464.0,309.0,582.0,311.0
variant_23486,40.0,7.0,17.0,3.0
variant_23487,172.0,24.0,17.0,2.0
variant_23488,281.0,63.0,0.0,9.0
variant_23489,130.0,20.0,4.0,3.0
variant_23490,155.0,25.0,7.0,0.0
variant_23491,200.0,29.0,23.0,19.0
variant_23492,211.0,8.0,49.0,61.0
variant_23493,718.0,92.0,36.0,23.0
variant_23494,373.0,50.0,80.0,55.0
variant_23495,780.0,258.0,139.0,125.0
variant_23496,38.0,0.0,0.0,0.0
variant_23497,91.0,6.0,0.0,0.0
variant_23498,812.0,102.0,46.0,22.0
variant_23499,189.0,15.0,12.0,5.0
variant_23500,306.0,36.0,26.0,46.0
variant_23501,465.0,47.0,49.0,14.0
variant_23502,1038.0,169.0,133.0,84.0
variant_23503,296.0,45.0,122.0,86.0
variant_23504,376.0,52.0,87.0,37.0
variant_23505,769.0,190.0,161.0,211.0
variant_23506,3993.0,608.0,675.0,712.0
variant_23507,206.0,37.0,34.0,29.0
variant_23508,1145.0,239.0,322.0,327.0
variant_23509,122.0,29.0,76.0,44.0
variant_23510,258.0,22.0,23.0,16.0
variant_23511,657.0,89.0,20.0,12.0
variant_23512,244.0,16.0,44.0,29.0
variant_23513,2884.0,389.0,510.0,477.0
variant_23514,260.0,12.0,10.0,44.0
variant_23515,477.0,77.0,148.0,141.0
variant_23516,313.0,40.0,32.0,10.0
variant_23517,209.0,33.0,23.0,39.0
variant_23518,186.0,63.0,57.0,18.0
variant_23519,337.0,22.0,5.0,5.0
variant_23520,1467.0,178.0,373.0,280.0
variant_23521,598.0,116.0,249.0,213.0
variant_23522,285.0,53.0,50.0,15.0
variant_23523,41.0,26.0,48.0,25.0
variant_23524,265.0,70.0,81.0,40.0
variant_23525,1093.0,230.0,257.0,240.0
variant_23526,1125.0,168.0,246.0,203.0
variant_23527,419.0,38.0,9.0,22.0
variant_23528,125.0,24.0,6.0,2.0
variant_23529,1584.0,312.0,504.0,342.0
variant_23530,1208.0,313.0,378.0,276.0
variant_23531,2264.0,250.0,223.0,136.0
variant_23532,386.0,83.0,102.0,54.0
variant_23533,1074.0,349.0,287.0,283.0
variant_23534,882.0,69.0,75.0,99.0
variant_23535,66.0,0.0,0.0,0.0
variant_23536,1241.0,172.0,190.0,164.0
variant_23537,3271.0,586.0,480.0,437.0
variant_23538,70.0,4.0,16.0,30.0
variant_23539,301.0,11.0,0.0,2.0
variant_23540,3186.0,422.0,669.0,543.0
variant_23541,1014.0,210.0,44.0,53.0
variant_23542,516.0,64.0,35.0,41.0
variant_23543,223.0,16.0,30.0,4.0
variant_23544,694.0,135.0,146.0,102.0
variant_23545,2475.0,292.0,384.0,234.0
variant_23546,41.0,11.0,0.0,0.0
variant_23547,735.0,132.0,267.0,264.0
variant_23548,1452.0,402.0,495.0,607.0
variant_23549,279.0,59.0,20.0,39.0
variant_23550,2338.0,398.0,614.0,395.0
variant_23551,610.0,74.0,93.0,51.0
variant_23552,359.0,31.0,69.0,6.0
variant_23553,1141.0,124.0,82.0,96.0
variant_23554,1142.0,210.0,277.0,204.0
variant_23555,517.0,143.0,96.0,79.0
variant_23556,48.0,1.0,3.0,0.0
variant_23557,520.0,97.0,79.0,117.0
variant_23558,177.0,33.0,19.0,9.0
variant_23559,180.0,11.0,1.0,7.0
variant_23560,3171.0,466.0,463.0,450.0
variant_23561,800.0,168.0,240.0,195.0
variant_23562,426.0,141.0,291.0,230.0
variant_23563,744.0,189.0,372.0,176.0
variant_23564,367.0,55.0,19.0,15.0
variant_23565,181.0,3.0,0.0,0.0
variant_23566,426.0,24.0,56.0,35.0
variant_23567,1012.0,176.0,182.0,167.0
variant_23568,836.0,122.0,239.0,153.0
variant_23569,227.0,16.0,37.0,43.0
variant_23570,1327.0,225.0,189.0,192.0
variant_23571,1774.0,289.0,525.0,402.0
variant_23572,1216.0,85.0,131.0,102.0
variant_23573,1228.0,278.0,441.0,329.0
variant_23574,1088.0,269.0,316.0,258.0
variant_23575,12.0,17.0,85.0,32.0
variant_23576,3478.0,362.0,361.0,262.0
variant_23577,1509.0,347.0,469.0,349.0
variant_23578,1268.0,140.0,256.0,223.0
variant_23579,101.0,7.0,4.0,6.0
variant_23580,232.0,48.0,51.0,40.0
variant_23581,1969.0,386.0,434.0,421.0
variant_23582,599.0,55.0,133.0,117.0
variant_23583,3156.0,508.0,783.0,772.0
variant_23584,1905.0,316.0,482.0,368.0
variant_23585,2308.0,211.0,117.0,39.0
variant_23586,1328.0,232.0,264.0,206.0
variant_23587,902.0,102.0,117.0,127.0
variant_23588,287.0,49.0,41.0,48.0
variant_23589,640.0,140.0,153.0,117.0
variant_23590,1403.0,160.0,99.0,117.0
variant_23591,437.0,31.0,14.0,28.0
variant_23592,2806.0,386.0,388.0,192.0
variant_23593,247.0,23.0,2.0,4.0
variant_23594,2196.0,356.0,378.0,291.0
variant_23595,1864.0,228.0,270.0,276.0
variant_23596,831.0,178.0,195.0,191.0
variant_23597,2543.0,523.0,693.0,629.0
variant_23598,348.0,21.0,11.0,4.0
variant_23599,743.0,107.0,139.0,75.0
variant_23600,481.0,65.0,168.0,94.0
variant_23601,1334.0,335.0,495.0,326.0
variant_23602,2211.0,378.0,571.0,427.0
variant_23603,1661.0,446.0,370.0,298.0
variant_23604,2991.0,514.0,470.0,550.0
variant_23605,360.0,31.0,12.0,12.0
variant_23606,2336.0,385.0,341.0,294.0
variant_23607,694.0,133.0,162.0,115.0
variant_23608,1583.0,272.0,370.0,259.0
variant_23609,2612.0,376.0,404.0,349.0
variant_23610,2055.0,306.0,427.0,218.0
variant_23611,64.0,6.0,0.0,0.0
variant_23612,310.0,42.0,97.0,61.0
variant_23613,86.0,8.0,14.0,0.0
variant_23614,504.0,122.0,113.0,111.0
variant_23615,2723.0,506.0,496.0,412.0
variant_23616,2162.0,331.0,507.0,435.0
variant_23617,2003.0,344.0,471.0,459.0
variant_23618,295.0,57.0,114.0,31.0
variant_23619,155.0,8.0,11.0,0.0
variant_23620,385.0,86.0,202.0,127.0
variant_23621,86.0,8.0,37.0,13.0
variant_23622,564.0,102.0,51.0,26.0
variant_23623,388.0,153.0,103.0,181.0
variant_23624,430.0,153.0,116.0,94.0
variant_23625,1794.0,162.0,155.0,68.0
variant_23626,1039.0,43.0,8.0,25.0
variant_23627,2527.0,533.0,992.0,950.0
variant_23628,898.0,176.0,323.0,263.0
variant_23629,518.0,121.0,182.0,203.0
variant_23630,1563.0,267.0,363.0,242.0
variant_23631,152.0,62.0,112.0,78.0
variant_23632,532.0,69.0,67.0,129.0
variant_23633,748.0,156.0,191.0,145.0
variant_23634,18.0,0.0,0.0,0.0
variant_23635,1388.0,254.0,284.0,222.0
variant_23636,910.0,226.0,207.0,279.0
variant_23637,621.0,97.0,83.0,52.0
variant_23638,2599.0,313.0,264.0,272.0
variant_23639,89.0,25.0,12.0,8.0
variant_23640,796.0,191.0,172.0,251.0
variant_23641,1726.0,333.0,348.0,298.0
variant_23642,248.0,8.0,1.0,0.0
variant_23643,1643.0,246.0,277.0,252.0
variant_23644,822.0,137.0,183.0,120.0
variant_23645,26.0,15.0,0.0,5.0
variant_23646,354.0,16.0,12.0,6.0
variant_23647,2718.0,445.0,471.0,288.0
variant_23648,898.0,83.0,52.0,47.0
variant_23649,123.0,29.0,0.0,0.0
variant_23650,2586.0,302.0,232.0,289.0
variant_23651,723.0,132.0,123.0,98.0
variant_23652,404.0,28.0,31.0,17.0
variant_23653,546.0,59.0,30.0,16.0
variant_23654,1585.0,223.0,241.0,242.0
variant_23655,643.0,161.0,307.0,150.0
variant_23656,4900.0,713.0,819.0,596.0
variant_23657,277.0,29.0,40.0,41.0
variant_23658,6742.0,1173.0,1450.0,1230.0
variant_23659,3170.0,760.0,1018.0,772.0
variant_23660,78.0,17.0,9.0,6.0
variant_23661,13.0,11.0,0.0,0.0
variant_23662,476.0,58.0,73.0,72.0
variant_23663,4993.0,838.0,1711.0,1522.0
variant_23664,866.0,88.0,51.0,30.0
variant_23665,2705.0,542.0,617.0,408.0
variant_23666,3347.0,593.0,812.0,673.0
variant_23667,2160.0,399.0,527.0,730.0
variant_23668,5673.0,1078.0,1622.0,1535.0
variant_23669,1081.0,254.0,358.0,269.0
variant_23670,2156.0,504.0,821.0,752.0
variant_23671,3486.0,583.0,1161.0,1380.0
variant_23672,18.0,12.0,0.0,2.0
variant_23673,1869.0,211.0,238.0,157.0
variant_23674,74.0,3.0,0.0,3.0
variant_23675,2315.0,321.0,422.0,301.0
variant_23676,101.0,2.0,8.0,1.0
variant_23677,512.0,68.0,21.0,26.0
variant_23678,1360.0,287.0,408.0,187.0
variant_23679,318.0,42.0,36.0,14.0
variant_23680,243.0,42.0,21.0,16.0
variant_23681,275.0,45.0,27.0,13.0
variant_23682,577.0,129.0,86.0,66.0
variant_23683,1001.0,336.0,537.0,479.0
variant_23684,862.0,139.0,143.0,164.0
variant_23685,256.0,8.0,0.0,0.0
variant_23686,1132.0,163.0,299.0,173.0
variant_23687,1710.0,174.0,231.0,169.0
variant_23688,183.0,23.0,12.0,15.0
variant_23689,391.0,11.0,66.0,51.0
variant_23690,644.0,82.0,111.0,98.0
variant_23691,594.0,132.0,210.0,115.0
variant_23692,303.0,99.0,161.0,69.0
variant_23693,173.0,19.0,34.0,10.0
variant_23694,1106.0,112.0,233.0,227.0
variant_23695,824.0,191.0,153.0,217.0
variant_23696,2438.0,385.0,289.0,316.0
variant_23697,265.0,24.0,17.0,7.0
variant_23698,891.0,118.0,172.0,149.0
variant_23699,514.0,170.0,408.0,466.0
variant_23700,1039.0,312.0,802.0,851.0
variant_23701,1592.0,348.0,671.0,752.0
variant_23702,1246.0,277.0,473.0,410.0
variant_23703,3841.0,465.0,484.0,634.0
variant_23704,436.0,113.0,132.0,117.0
variant_23705,892.0,204.0,207.0,173.0
variant_23706,84.0,3.0,5.0,2.0
variant_23707,609.0,127.0,146.0,165.0
variant_23708,1879.0,231.0,166.0,119.0
variant_23709,725.0,63.0,146.0,84.0
variant_23710,280.0,30.0,5.0,8.0
variant_23711,168.0,0.0,0.0,0.0
variant_23712,1429.0,193.0,389.0,261.0
variant_23713,684.0,136.0,170.0,132.0
variant_23714,1507.0,270.0,434.0,461.0
variant_23715,599.0,94.0,142.0,170.0
variant_23716,23.0,0.0,0.0,0.0
variant_23717,1835.0,332.0,338.0,276.0
variant_23718,627.0,105.0,99.0,83.0
variant_23719,247.0,53.0,45.0,27.0
variant_23720,283.0,63.0,91.0,95.0
variant_23721,2789.0,547.0,784.0,582.0
variant_23722,239.0,23.0,18.0,5.0
variant_23723,3550.0,623.0,817.0,601.0
variant_23724,10701.0,1502.0,1688.0,1362.0
variant_23725,269.0,44.0,9.0,3.0
variant_23726,159.0,22.0,0.0,0.0
variant_23727,791.0,22.0,0.0,0.0
variant_23728,279.0,19.0,10.0,12.0
variant_23729,1461.0,162.0,151.0,190.0
variant_23730,433.0,114.0,136.0,72.0
variant_23731,908.0,58.0,0.0,8.0
variant_23732,485.0,68.0,96.0,58.0
variant_23733,672.0,72.0,83.0,100.0
variant_23734,799.0,252.0,380.0,213.0
variant_23735,372.0,103.0,286.0,386.0
variant_23736,344.0,39.0,25.0,34.0
variant_23737,420.0,33.0,43.0,4.0
variant_23738,357.0,36.0,5.0,0.0
variant_23739,612.0,24.0,0.0,2.0
variant_23740,298.0,55.0,130.0,119.0
variant_23741,475.0,176.0,130.0,128.0
variant_23742,65.0,6.0,0.0,0.0
variant_23743,23.0,0.0,0.0,0.0
variant_23744,282.0,52.0,39.0,35.0
variant_23745,337.0,54.0,7.0,20.0
variant_23746,190.0,22.0,38.0,1.0
variant_23747,456.0,103.0,112.0,103.0
variant_23748,15.0,8.0,0.0,0.0
variant_23749,743.0,59.0,52.0,7.0
variant_23750,362.0,11.0,15.0,0.0
variant_23751,106.0,17.0,6.0,0.0
variant_23752,215.0,31.0,61.0,29.0
variant_23753,22.0,2.0,15.0,0.0
variant_23754,168.0,24.0,18.0,7.0
variant_23755,353.0,81.0,109.0,63.0
variant_23756,217.0,64.0,155.0,132.0
variant_23757,50.0,2.0,8.0,0.0
variant_23758,577.0,153.0,256.0,191.0
variant_23759,289.0,76.0,121.0,70.0
variant_23760,1228.0,88.0,13.0,19.0
variant_23761,220.0,42.0,40.0,15.0
variant_23762,6225.0,963.0,1003.0,773.0
variant_23763,923.0,92.0,157.0,145.0
variant_23764,2349.0,440.0,605.0,428.0
variant_23765,324.0,76.0,52.0,72.0
variant_23766,436.0,77.0,76.0,59.0
variant_23767,781.0,55.0,29.0,9.0
variant_23768,182.0,21.0,0.0,1.0
variant_23769,151.0,13.0,25.0,9.0
variant_23770,2208.0,243.0,315.0,338.0
variant_23771,240.0,1.0,0.0,1.0
variant_23772,165.0,26.0,33.0,14.0
variant_23773,1052.0,179.0,271.0,227.0
variant_23774,46.0,0.0,0.0,0.0
variant_23775,5081.0,929.0,834.0,895.0
variant_23776,2196.0,367.0,576.0,436.0
variant_23777,2838.0,597.0,632.0,773.0
variant_23778,559.0,50.0,73.0,41.0
variant_23779,430.0,65.0,52.0,55.0
variant_23780,357.0,42.0,18.0,3.0
variant_23781,208.0,16.0,22.0,33.0
variant_23782,311.0,26.0,18.0,9.0
variant_23783,459.0,43.0,35.0,20.0
variant_23784,133.0,26.0,0.0,9.0
variant_23785,2308.0,348.0,454.0,274.0
variant_23786,435.0,6.0,0.0,14.0
variant_23787,1252.0,204.0,388.0,282.0
variant_23788,404.0,51.0,54.0,62.0
variant_23789,4111.0,698.0,822.0,721.0
variant_23790,262.0,11.0,19.0,11.0
variant_23791,168.0,23.0,9.0,14.0
variant_23792,419.0,84.0,242.0,154.0
variant_23793,136.0,7.0,37.0,20.0
variant_23794,934.0,288.0,302.0,268.0
variant_23795,30.0,0.0,0.0,2.0
variant_23796,43.0,11.0,0.0,0.0
variant_23797,5241.0,793.0,966.0,723.0
variant_23798,247.0,47.0,7.0,23.0
variant_23799,3253.0,386.0,470.0,276.0
variant_23800,248.0,7.0,0.0,3.0
variant_23801,160.0,7.0,16.0,1.0
variant_23802,440.0,66.0,37.0,86.0
variant_23803,2861.0,613.0,611.0,553.0
variant_23804,139.0,0.0,2.0,0.0
variant_23805,8232.0,1190.0,1154.0,1206.0
variant_23806,96.0,6.0,0.0,0.0
variant_23807,616.0,90.0,121.0,100.0
variant_23808,3693.0,511.0,549.0,485.0
variant_23809,3977.0,501.0,568.0,413.0
variant_23810,584.0,130.0,176.0,104.0
variant_23811,7.0,0.0,0.0,0.0
variant_23812,645.0,25.0,13.0,5.0
variant_23813,141.0,23.0,0.0,8.0
variant_23814,538.0,86.0,138.0,136.0
variant_23815,855.0,109.0,121.0,127.0
variant_23816,4665.0,717.0,636.0,489.0
variant_23817,62.0,0.0,8.0,8.0
variant_23818,48.0,2.0,0.0,0.0
variant_23819,115.0,5.0,7.0,1.0
variant_23820,487.0,89.0,47.0,64.0
variant_23821,4587.0,697.0,636.0,643.0
variant_23822,398.0,26.0,10.0,15.0
variant_23823,422.0,98.0,129.0,72.0
variant_23824,298.0,33.0,34.0,8.0
variant_23825,8799.0,1378.0,1570.0,1131.0
variant_23826,1365.0,263.0,241.0,69.0
variant_23827,67.0,3.0,2.0,0.0
variant_23828,55.0,21.0,14.0,13.0
variant_23829,236.0,25.0,32.0,2.0
variant_23830,370.0,53.0,52.0,32.0
variant_23831,816.0,154.0,240.0,150.0
variant_23832,116.0,8.0,0.0,5.0
variant_23833,3519.0,475.0,547.0,435.0
variant_23834,29.0,3.0,0.0,0.0
variant_23835,5169.0,967.0,1485.0,1148.0
variant_23836,19.0,0.0,0.0,0.0
variant_23837,259.0,39.0,0.0,1.0
variant_23838,151.0,22.0,8.0,5.0
variant_23839,5302.0,950.0,1155.0,989.0
variant_23840,793.0,142.0,179.0,111.0
variant_23841,335.0,6.0,0.0,0.0
variant_23842,565.0,63.0,70.0,62.0
variant_23843,6824.0,1419.0,1826.0,1609.0
variant_23844,524.0,106.0,87.0,47.0
variant_23845,821.0,80.0,37.0,31.0
variant_23846,29.0,14.0,0.0,3.0
variant_23847,561.0,146.0,158.0,227.0
variant_23848,288.0,18.0,52.0,23.0
variant_23849,172.0,22.0,6.0,12.0
variant_23850,3735.0,456.0,479.0,368.0
variant_23851,344.0,62.0,123.0,89.0
variant_23852,932.0,123.0,163.0,213.0
variant_23853,5626.0,955.0,1170.0,1019.0
variant_23854,596.0,150.0,108.0,64.0
variant_23855,2722.0,366.0,465.0,384.0
variant_23856,713.0,153.0,249.0,221.0
variant_23857,109.0,0.0,12.0,0.0
variant_23858,341.0,76.0,153.0,159.0
variant_23859,2748.0,355.0,478.0,343.0
variant_23860,109.0,19.0,0.0,2.0
variant_23861,133.0,5.0,9.0,1.0
variant_23862,99.0,23.0,0.0,0.0
variant_23863,193.0,34.0,35.0,33.0
variant_23864,2051.0,213.0,274.0,154.0
variant_23865,134.0,0.0,0.0,4.0
variant_23866,157.0,57.0,105.0,100.0
variant_23867,6575.0,87.0,42.0,69.0
variant_23868,456.0,6.0,0.0,1.0
variant_23869,214.0,0.0,0.0,0.0
variant_23870,371.0,4.0,0.0,4.0
variant_23871,4599.0,85.0,35.0,30.0
variant_23872,467.0,2.0,0.0,1.0
variant_23873,722.0,39.0,0.0,0.0
variant_23874,280.0,2.0,0.0,0.0
variant_23875,268.0,0.0,0.0,0.0
variant_23876,1044.0,3.0,2.0,0.0
variant_23877,1795.0,18.0,12.0,2.0
variant_23878,5665.0,827.0,989.0,797.0
variant_23879,119.0,59.0,1.0,4.0
variant_23880,679.0,15.0,0.0,0.0
variant_23881,3972.0,589.0,928.0,943.0
variant_23882,237.0,26.0,32.0,69.0
variant_23883,314.0,64.0,196.0,113.0
variant_23884,6487.0,1167.0,1613.0,1521.0
variant_23885,374.0,15.0,0.0,2.0
variant_23886,787.0,60.0,21.0,8.0
variant_23887,929.0,109.0,203.0,174.0
variant_23888,192.0,37.0,15.0,27.0
variant_23889,391.0,144.0,187.0,140.0
variant_23890,343.0,0.0,0.0,0.0
variant_23891,315.0,9.0,0.0,0.0
variant_23892,343.0,26.0,15.0,2.0
variant_23893,1976.0,348.0,494.0,313.0
variant_23894,308.0,36.0,20.0,35.0
variant_23895,1249.0,189.0,262.0,224.0
variant_23896,890.0,188.0,227.0,232.0
variant_23897,249.0,19.0,0.0,4.0
variant_23898,312.0,1.0,0.0,0.0
variant_23899,111.0,20.0,1.0,0.0
variant_23900,720.0,116.0,43.0,28.0
variant_23901,205.0,1.0,3.0,0.0
variant_23902,1784.0,179.0,237.0,222.0
variant_23903,119.0,3.0,0.0,0.0
variant_23904,741.0,96.0,76.0,9.0
variant_23905,1183.0,180.0,156.0,214.0
variant_23906,129.0,0.0,0.0,0.0
variant_23907,369.0,23.0,28.0,38.0
variant_23908,787.0,60.0,13.0,36.0
variant_23909,188.0,32.0,23.0,18.0
variant_23910,47.0,34.0,2.0,7.0
variant_23911,465.0,25.0,13.0,2.0
variant_23912,975.0,182.0,206.0,248.0
variant_23913,44.0,24.0,7.0,1.0
variant_23914,954.0,86.0,40.0,47.0
variant_23915,437.0,92.0,152.0,73.0
variant_23916,1368.0,239.0,301.0,371.0
variant_23917,23.0,0.0,8.0,2.0
variant_23918,289.0,34.0,19.0,58.0
variant_23919,1111.0,89.0,27.0,23.0
